,Artist,Title,Days,T10,Pk,x,PkStreams,Total
13544,Jess Glynne,Don't Be so Hard on Yourself,1,191,2002,,2002,
13545,BLACKPINK,WHISTLE (Acoustic Ver.),1,167,2002,,2002,
13546,Mumford & Sons,Believe,1,100,2001,,2001,
13547,Troye Sivan,FOOLS,1,146,2000,,2000,
13548,Zhang Yu Sheng,口是心非,1,200,1999,,1999,
13549,Train,Marry Me,1,86,1996,,1996,
13550,Troye Sivan,COOL,1,185,1996,,1996,
13551,Lights,Meteorites,1,151,1996,,1996,
13552,Solange,Rise,1,168,1995,,1995,
13553,5urprise,SHAKE IT UP,1,197,1995,,1995,
13554,Kelly Clarkson,War Paint,1,78,1995,,1995,
13555,李千那,Gonna Be OK,1,175,1994,,1994,
13556,Zhao Chuan,愛要怎麼說出口,1,194,1994,,1994,
13557,Phil Lam,小眾情人,1,168,1994,,1994,
13558,Jay Chou,彩虹,1,145,1990,,1990,
13559,Imagine Dragons,Trouble,1,81,1989,,1989,
13560,SNUPER,It's raining,1,200,1988,,1988,
13561,Emmy The Great,Algorithm,1,190,1988,,1988,
13562,ASIAN KUNG,FU GENERATION,1,179,1987,,1987,
13563,Fifth Harmony,Scared of Happy,1,179,1986,,1986,
13564,Madeleine Peyroux,You're Gonna Make Me Lonesome When You Go,1,65,1985,,1985,
13565,Pitbull,Wild Wild Love,1,28,1984,,1984,
13566,Tove Lo,Fairy Dust,1,193,1983,,1983,
13567,Harlem Yu,遇見,1,198,1982,,1982,
13568,Israel Kamakawiwo'ole,Over The Rainbow / What A Wonderful World,1,141,1982,,1982,
13569,Nick Broadhurst,Little Lover,1,183,1981,,1981,
13570,Travis,Radio Song,1,184,1981,,1981,
13571,Electroboyz,Sunglasses,1,197,1979,,1979,
13572,Meghan Trainor,Better,1,168,1979,,1979,
13573,AJR,Infinity,1,131,1979,,1979,
13574,Elva Hsiao,進行式,1,182,1976,,1976,
13575,Sara Hartman,Monster Lead Me Home,1,180,1975,,1975,
13576,Kelly Clarkson,Piece by Piece,1,169,1973,,1973,
13577,Avicii,Ten More Days,1,147,1973,,1973,
13578,Perry Como,"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",1,82,1973,,1973,
13579,Fleur East,Sax,1,187,1972,,1972,
13580,Naiwen Yang,佔有慾,1,186,1969,,1969,
13581,Jung Joon Young,Where Are U,1,167,1968,,1968,
13582,Tom Odell,Magnetised,1,188,1968,,1968,
13583,Bo Wen,我想你永遠不會知道,1,183,1968,,1968,
13584,the Huiting 陳惠婷,寂寞守望者,1,161,1968,,1968,
13585,Trophy Eyes,Chlorine,1,182,1968,,1968,
13586,Lenka,Get Together,1,142,1967,,1967,
13587,Daughter,Alone / With You,1,180,1966,,1966,
13588,Mavis Hee,都是夜歸人,1,196,1966,,1966,
13589,St. Lucia,Dancing On Glass,1,165,1965,,1965,
13590,Pitbull,"Celebrate (From the Original Motion Picture ""Penguins of Madagascar"")",1,47,1965,,1965,
13591,MARC,Show You the Light,1,164,1964,,1964,
13592,威廉布萊恩,人狗情未了,1,195,1963,,1963,
13593,Macklemore & Ryan Lewis,White Privilege II,1,200,1963,,1963,
13594,Steve Chou,琵琶亂彈,1,57,1960,,1960,
13595,AtellaGali,Close To Your Love,1,178,1959,,1959,
13596,Alessia Cara,I'm Yours,1,178,1958,,1958,
13597,Ray LaMontagne,You Are the Best Thing,1,88,1957,,1957,
13598,許嵩,最佳歌手,1,200,1952,,1952,
13599,Alicia Keys,In Common,1,192,1952,,1952,
13600,Empire Cast,No Doubt About It,1,150,1952,,1952,
13601,Silence Wang,心跳,1,189,1952,,1952,
13602,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",1,145,1951,,1951,
13603,Glee Cast,Jingle Bell Rock (Glee Cast Version),1,68,1950,,1950,
13604,Eason Chan,阿牛,1,191,1949,,1949,
13605,Jolin Tsai,愛無赦,1,184,1948,,1948,
13606,Fish Leong,崇拜,1,168,1947,,1947,
13607,Cubicolor,Falling,1,188,1944,,1944,
13608,Wu Bai,世界第一等,1,185,1944,,1944,
13609,TRASH,我們的歌,1,200,1942,,1942,
13610,Aerosmith,I Don't Want to Miss a Thing,1,89,1941,,1941,
13611,Nick Jonas,Chains,1,84,1941,,1941,
13612,Yang Da Il,And Then,1,199,1940,,1940,
13613,Wild Nothing,Reichpop,1,199,1940,,1940,
13614,鄭淳元,行李,1,199,1939,,1939,
13615,KALEO,All The Pretty Girls,1,151,1939,,1939,
13616,The Vamps,Stolen Moments,1,178,1939,,1939,
13617,Steve Chou,滿院落葉,1,59,1936,,1936,
13618,Drake,With You,1,192,1932,,1932,
13619,LeAnn Rimes,The Story,1,196,1930,,1930,
13620,愛客樂,靚靚,1,181,1929,,1929,
13621,the Huiting 陳惠婷,時間的孤島,1,106,1928,,1928,
13622,Kacey Musgraves,Follow Your Arrow,1,195,1927,,1927,
13623,Grasshopper,完美,1,148,1927,,1927,
13624,Felix Cartal,Something To Live For,1,191,1926,,1926,
13625,Meek Mill,R.I.C.O.,1,156,1925,,1925,
13626,9mm Parabellum Bullet,反逆のマーチ,1,144,1924,,1924,
13627,Icona Pop,Someone Who Can Dance,1,150,1923,,1923,
13628,Kelly Yu,為你而唱,1,64,1923,,1923,
13629,Lenka,Go Deeper,1,149,1923,,1923,
13630,Moira & Nieman,Planes,1,197,1923,,1923,
13631,Imagine Dragons,Summer,1,83,1921,,1921,
13632,Eason Chan,遇見了你 (國),1,180,1921,,1921,
13633,Senhuai,都走到了這,1,174,1921,,1921,
13634,Kevin Gates,Kno One,1,157,1919,,1919,
13635,Pink Floyd,"Side 1, Pt. 1: Things Left Unsaid",1,57,1919,,1919,
13636,Rilo Kiley,Silver Lining,1,184,1918,,1918,
13637,Ed Sheeran,New York,1,183,1917,,1917,
13638,L'Arc,en,1,197,1917,,1917,
13639,Miserable Faith,支離,1,197,1917,,1917,
13640,Gavin James,Nervous,1,171,1916,,1916,
13641,AC/DC,Back In Black,1,154,1915,,1915,
13642,YESUNG,벚꽃잎 Spring in me,1,193,1915,,1915,
13643,TAEYEON,Secret,1,181,1915,,1915,
13644,HUSH,我想知道你的一切,1,182,1914,,1914,
13645,Family of the Year,Make You Mine,1,116,1912,,1912,
13646,Penny Tai,往前飛,1,171,1911,,1911,
13647,Birdy,Beautiful Lies,1,152,1908,,1908,
13648,Summer Lei,有小狗的房子,1,160,1906,,1906,
13649,Feist,Mushaboom,1,172,1903,,1903,
13650,Eason Chan,"黑夜不再來 (電影 ""十二夜"" 主題曲)",1,162,1901,,1901,
13651,WINNER,IMMATURE,1,146,1900,,1900,
13652,Derrick Hoh,愛的故事,1,158,1900,,1900,
13653,Paul McCartney,Live And Let Die,1,199,1897,,1897,
13654,Jason Mraz,Living in the Moment,1,171,1896,,1896,
13655,Summer Lei,Thank You,1,164,1895,,1895,
13656,Dotan,Hungry,1,153,1895,,1895,
13657,Selena Gomez & The Scene,My Dilemma 2.0,1,68,1895,,1895,
13658,Kelly Clarkson,Dance With Me,1,83,1893,,1893,
13659,Passenger,If You Go,1,154,1892,,1892,
13660,Ricky Hsiao,神秘河流,1,169,1892,,1892,
13661,Trey Songz,About You,1,159,1891,,1891,
13662,Jam Hsiao,只能想念你,1,190,1891,,1891,
13663,Jocelyn Chan,倫敦飄來的雨,1,198,1891,,1891,
13664,Chris Brown,Back To Sleep,1,188,1889,,1889,
13665,Blonde,Feel Good (It's Alright),1,154,1888,,1888,
13666,AURORA,Warrior,1,162,1888,,1888,
13667,Disclosure,Nocturnal,1,173,1885,,1885,
13668,Rainie Yang,遇上愛,1,184,1884,,1884,
13669,Mike WiLL Made,It,1,181,1883,,1883,
13670,Jolin Tsai,日不落,1,173,1881,,1881,
13671,the Huiting 陳惠婷,流星冒險王國,1,175,1881,,1881,
13672,Sigala,Sweet Lovin',1,197,1881,,1881,
13673,Imagine Dragons,Hopeless Opus,1,86,1880,,1880,
13674,Jam Hsiao,鈴鈴,1,160,1880,,1880,
13675,Fifth Harmony,Not That Kinda Girl,1,196,1879,,1879,
13676,巫啟賢,想著你的感覺,1,189,1877,,1877,
13677,Icona Pop,I Love It,1,183,1877,,1877,
13678,Jack Garratt,Chemical,1,157,1876,,1876,
13679,Penny Tai,我的快樂大於我的悲哀,1,185,1873,,1873,
13680,Tory Lanez,Say It,1,185,1873,,1873,
13681,HYDE,Shining Over You,1,169,1872,,1872,
13682,Tension,我們的故事,1,163,1871,,1871,
13683,Hearts & Colors,Lego House,1,159,1869,,1869,
13684,RADWIMPS,Hajimeteno Tokyo,1,185,1869,,1869,
13685,Landy Wen,放閃,1,162,1867,,1867,
13686,大巴六九,來大巴六九,1,190,1867,,1867,
13687,Shao Han Zhang,猜不透,1,181,1866,,1866,
13688,RADWIMPS,Kataware Doki,1,187,1865,,1865,
13689,Nathan Sykes,Give It Up,1,198,1864,,1864,
13690,Monogem,Gone (INSTRUM Remix),1,190,1863,,1863,
13691,War,Slippin' Into Darkness,1,195,1863,,1863,
13692,Tori Kelly,Hollow,1,192,1863,,1863,
13693,Mark Ronson,I Can't Lose,1,88,1862,,1862,
13694,5566,無所謂,1,170,1862,,1862,
13695,Mumford & Sons,The Wolf,1,109,1861,,1861,
13696,Beshken,Faceless,1,191,1861,,1861,
13697,Kelly Clarkson,Because of You,1,192,1860,,1860,
13698,Kaya Stewart,In Love With a Boy,1,157,1859,,1859,
13699,SCOOBIE DO,It's a New Day,1,199,1858,,1858,
13700,MAN WITH A MISSION,Raise Your Flag,1,176,1858,,1858,
13701,Fifth Harmony,Dope,1,200,1858,,1858,
13702,KittiB,So Busy,1,197,1856,,1856,
13703,Sam Lee,最近,1,182,1856,,1856,
13704,小S,愛不持久,1,192,1854,,1854,
13705,Carpenters,Silent Night,1,94,1853,,1853,
13706,Keane,Somewhere Only We Know,1,95,1852,,1852,
13707,The Chainsmokers,Waterbed,1,163,1852,,1852,
13708,James Bay,Scars,1,124,1852,,1852,
13709,Gackt,P.S. I Love U,1,173,1852,,1852,
13710,Justin Bieber,All In It,1,158,1852,,1852,
13711,JJ Lin,會有那麼一天,1,193,1852,,1852,
13712,Jason Mraz,I'm Yours,1,168,1849,,1849,
13713,Troye Sivan,EASE,1,161,1849,,1849,
13714,Kygo,Intro,1,174,1848,,1848,
13715,The Chainsmokers,Don't Let Me Down,1,196,1847,,1847,
13716,Charli xcx,Break the Rules,1,129,1846,,1846,
13717,Moon Boots,Utopia (Radio Edit),1,180,1846,,1846,
13718,John Mayer,Love Is A Verb,1,96,1845,,1845,
13719,BANKS,Gemini Feed,1,182,1845,,1845,
13720,Dermot Kennedy,After Rain,1,155,1845,,1845,
13721,Nan Quan Mama,風雪梧桐,1,166,1844,,1844,
13722,Duke Dumont,Ocean Drive,1,183,1838,,1838,
13723,Madeleine Peyroux,(Getting Some) Fun out of Life,1,71,1838,,1838,
13724,The Beatles,Things We Said Today,1,200,1838,,1838,
13725,Roo Panes,Water Over Fire,1,172,1836,,1836,
13726,Meghan Trainor,Hopeless Romantic,1,197,1835,,1835,
13727,"Earth, Wind & Fire",September,1,49,1835,,1835,
13728,Selena Gomez & The Scene,Tell Me Something I Don't Know,1,73,1834,,1834,
13729,Nicki Minaj,All Things Go,1,85,1833,,1833,
13730,OH MY GIRL,Hello Love,1,186,1832,,1832,
13731,Eric Chou,愛情教會我們的事,1,160,1832,,1832,
13732,Cheat Codes,Don't Say No,1,157,1830,,1830,
13733,Avicii,Touch Me,1,162,1830,,1830,
13734,The Sam Willows,For Love,1,173,1829,,1829,
13735,Da Mouth,魯蛇,1,81,1828,,1828,
13736,Carpenters,Sleigh Ride,1,97,1827,,1827,
13737,Selena Gomez & The Scene,Who Says,1,74,1827,,1827,
13738,Twins,就說我們都是華麗的單身族 (國),1,187,1827,,1827,
13739,Lianne La Havas,What You Don't Do,1,157,1827,,1827,
13740,Evan Yo,我和我的布拉姆斯,1,194,1824,,1824,
13741,Angela Chang,藍眼睛,1,176,1824,,1824,
13742,Lenka,We Are Powerful,1,155,1823,,1823,
13743,Lost Kings,Bad,1,164,1820,,1820,
13744,SUPER JUNIOR,Mamacita (아야야),1,46,1820,,1820,
13745,Xiao Yu,說分手之後,1,154,1820,,1820,
13746,BIGBANG,Monster,1,176,1819,,1819,
13747,Jason Derulo,Love Like That,1,189,1818,,1818,
13748,自由發揮,Hey People Say,1,138,1817,,1817,
13749,Lenka,My Love,1,156,1817,,1817,
13750,Foo Fighters,Learn to Fly,1,163,1816,,1816,
13751,Mike Posner,Not That Simple,1,165,1816,,1816,
13752,Jake Miller,Dazed and Confused,1,149,1815,,1815,
13753,Yen,J,1,163,1813,,1813,
13754,Simple Plan,Singing In The Rain,1,179,1813,,1813,
13755,sodagreen,融雪之前,1,167,1812,,1812,
13756,William So,舊愛還是最美,1,190,1811,,1811,
13757,Lily Allen,Close Your Eyes,1,150,1811,,1811,
13758,Steve Chou,盆栽,1,63,1811,,1811,
13759,Kelly Clarkson,Nostalgic,1,89,1811,,1811,
13760,Tiësto,Secrets,1,107,1809,,1809,
13761,Death Cab for Cutie,Black Sun,1,152,1806,,1806,
13762,Nada,Scary (From UNPRETTY RAPSTAR 3 Track 3),1,182,1804,,1804,
13763,Selena Gomez,Same Old Love,1,187,1803,,1803,
13764,Apink,Remember,1,175,1803,,1803,
13765,HUSH,波希米亞,1,172,1803,,1803,
13766,U2,California (There Is No End To Love),1,60,1803,,1803,
13767,Imagine Dragons,Thief,1,91,1802,,1802,
13768,Dawen Wang,這些花要送給你,1,193,1802,,1802,
13769,Mumford & Sons,Snake Eyes,1,115,1802,,1802,
13770,Satchmode,Hall & Oates,1,172,1798,,1798,
13771,黃立行,黑夜盡頭,1,174,1798,,1798,
13772,The Chainsmokers,Closer,1,200,1797,,1797,
13773,David Tao,暗戀,1,186,1794,,1794,
13774,Steve Aoki,Supernova (Interstellar),1,192,1793,,1793,
13775,Finn Liu,Loving You,1,176,1793,,1793,
13776,Muse,Defector,1,132,1792,,1792,
13777,Gavin James,Remember Me,1,196,1792,,1792,
13778,Corey Gray,Maps (Acoustic),1,170,1790,,1790,
13779,Nicholas Teo,別再驚動愛情,1,178,1788,,1788,
13780,Fish Leong,屬於,1,200,1783,,1783,
13781,Jackie Chan,男兒當自強,1,173,1783,,1783,
13782,Des'ree,What's Your Sign?,1,191,1783,,1783,
13783,Nat King Cole,The Christmas Song (Merry Christmas To You),1,102,1781,,1781,
13784,Clean Bandit,Stronger,1,164,1780,,1780,
13785,UNIQ,新年快樂,1,135,1779,,1779,
13786,Dua Lipa,New Love,1,198,1779,,1779,
13787,Lenka,Hearts Brighter,1,161,1779,,1779,
13788,Leehom Wang,愛的就是你,1,167,1777,,1777,
13789,RY X,Only,1,181,1777,,1777,
13790,電影配樂,賽德克‧巴萊之看見彩虹,1,174,1777,,1777,
13791,Jarryd James,Give Me Something,1,169,1776,,1776,
13792,Kelly Yu,請原諒…,1,69,1775,,1775,
13793,Halsey,Ghost,1,178,1775,,1775,
13794,Imagine Dragons,The Fall,1,95,1770,,1770,
13795,Nathan Goshen,Thinking About It (Let It Go),1,193,1767,,1767,
13796,Calvin Harris,Thinking About You,1,187,1767,,1767,
13797,N.Flying,Knock Knock,1,184,1765,,1765,
13798,Cui Jian,一无所有 (Nothing to My Name),1,167,1761,,1761,
13799,Rain Man,Bring Back the Summer,1,184,1760,,1760,
13800,Fire EX.,Afterimage Motion feat. Masafumi Isobe,1,197,1759,,1759,
13801,Twenty One Pilots,Tear in My Heart,1,137,1759,,1759,
13802,Miss Ko,Intro,1,95,1755,,1755,
13803,A,Lin,1,106,1754,,1754,
13804,Shallou,Doubt (Summer Edit),1,196,1754,,1754,
13805,Two Door Cinema Club,Gameshow,1,199,1753,,1753,
13806,Carly Rae Jepsen,Let’s Get Lost,1,182,1753,,1753,
13807,Muse,Reapers,1,119,1752,,1752,
13808,Katja Petri,Headlights (Acoustic Version),1,175,1750,,1750,
13809,Jam Hsiao,天敵 (電影:痞子英雄,1,59,1750,,1750,
13810,Lenka,The Bright Side,1,164,1750,,1750,
13811,M83,"Do It, Try It",1,186,1749,,1749,
13812,BIGBANG,Lies,1,183,1747,,1747,
13813,Dawen Wang,雲霄飛車,1,192,1745,,1745,
13814,Rihanna,James Joint,1,183,1743,,1743,
13815,Emmecosta,Snowboy,1,197,1743,,1743,
13816,Seeb,Breathe,1,191,1743,,1743,
13817,Passenger,When We Were Young,1,171,1742,,1742,
13818,Bibio,Town & Country,1,192,1740,,1740,
13819,Coleman Hell,Thumbalina,1,86,1740,,1740,
13820,Rihanna,Desperado,1,185,1739,,1739,
13821,Megan Davies,White Walls/Can't Hold Us/Same Love/Thrift Shop (Acoustic Mashup) Feat. Jaclyn Davies,1,180,1738,,1738,
13822,Janet Jackson,No Sleeep,1,183,1733,,1733,
13823,BTS,Intro : Boy Meets Evil,1,199,1731,,1731,
13824,Kygo,Fiction,1,190,1731,,1731,
13825,U2,Song For Someone,1,66,1731,,1731,
13826,Little Mix,Black Magic,1,182,1729,,1729,
13827,Tove Styrke,Even If I'm Loud It Doesn't Mean I'm Talking to You,1,140,1728,,1728,
13828,Drake,Right Hand,1,170,1727,,1727,
13829,The Vaccines,20/20,1,116,1725,,1725,
13830,Imagine Dragons,The Unknown,1,99,1718,,1718,
13831,Jacquie,Tears Fall,1,61,1718,,1718,
13832,Bob Marley & The Wailers,War,1,179,1717,,1717,
13833,康康,紅包拿過來,1,183,1716,,1716,
13834,Justin Bieber,Boyfriend,1,106,1716,,1716,
13835,Fleetwood Mac,You Make Loving Fun,1,107,1715,,1715,
13836,The Script,No Good in Goodbye,1,54,1713,,1713,
13837,Rainie Yang,小茉莉,1,182,1713,,1713,
13838,Khalil Fong,蘇麗珍,1,184,1712,,1712,
13839,Fish Leong,寧夏,1,195,1711,,1711,
13840,Red Hot Chili Peppers,Go Robot,1,189,1711,,1711,
13841,Ricky Hsiao,停了的鐘,1,192,1710,,1710,
13842,Bon Iver,Flume,1,196,1709,,1709,
13843,Pitbull,Mami Mami,1,190,1707,,1707,
13844,Perry Como,Here We Come a,1,105,1707,,1707,
13845,plenty,Laundry,1,167,1707,,1707,
13846,HUSH,機會與命運,1,184,1705,,1705,
13847,All Saints,One Strike,1,176,1704,,1704,
13848,Avicii,True Believer,1,188,1703,,1703,
13849,Sonny Alven,Irregular Love,1,184,1702,,1702,
13850,N.Flying,Knock Knock,1,174,1701,,1701,
13851,Stefanie Sun,原點,1,188,1701,,1701,
13852,Passenger,Beautiful Birds,1,173,1698,,1698,
13853,BIGBANG,Cafe,1,189,1697,,1697,
13854,Jack Johnson,Angel,1,108,1696,,1696,
13855,NCT DREAM,Chewing Gum,1,200,1694,,1694,
13856,Madeleine Peyroux,Between The Bars,1,75,1694,,1694,
13857,生命樹,我們都不完美,1,191,1692,,1692,
13858,FTampa,Stay,1,197,1689,,1689,
13859,Christopher,Famous,1,199,1688,,1688,
13860,Miss Ko,聯歡會,1,98,1687,,1687,
13861,Troye Sivan,BITE,1,186,1686,,1686,
13862,A,Lin,1,109,1684,,1684,
13863,Imagine Dragons,Second Chances,1,106,1682,,1682,
13864,Hugh Martin,Have Yourself A Merry Little Christmas,1,106,1682,,1682,
13865,Maroon 5,This Summer,1,188,1681,,1681,
13866,Fang Wu,"Message, Ignored",1,186,1676,,1676,
13867,Jessie James Decker,Lights Down Low,1,186,1675,,1675,
13868,Leslie Cheung,"倩女幽魂(電影""倩女幽魂""主題曲)",1,187,1674,,1674,
13869,Carly Rae Jepsen,LA Hallucinations,1,193,1673,,1673,
13870,Madonna,Like a Virgin,1,185,1670,,1670,
13871,tuesday microgrooves,Two Years,1,178,1665,,1665,
13872,CAZZETTE,Sleepless,1,38,1665,,1665,
13873,Jason Chen,Stitches,1,199,1664,,1664,
13874,Lorde,Everybody Wants To Rule The World,1,195,1663,,1663,
13875,The Staves,Gone Tomorrow,1,178,1660,,1660,
13876,Kid Astray,Back To The Ordinary,1,81,1659,,1659,
13877,Sophie Chen,明天會更好,1,177,1657,,1657,
13878,Rebel,Kiss Me,1,191,1655,,1655,
13879,Chris August,Loving You Is Easy,1,112,1653,,1653,
13880,Imagine Dragons,Release,1,109,1650,,1650,
13881,Atlas Genius,Molecules,1,199,1650,,1650,
13882,Fish Leong,第三者,1,200,1649,,1649,
13883,Disclosure,Nocturnal,1,193,1649,,1649,
13884,Christina Aguilera,We Remain,1,197,1648,,1648,
13885,Grimes,Entropy,1,74,1647,,1647,
13886,The Weeknd,Acquainted,1,192,1643,,1643,
13887,Donna Lewis,I Love You Always Forever,1,114,1640,,1640,
13888,Cheat Codes,Senses,1,100,1638,,1638,
13889,Christopher,We Should Be,1,178,1638,,1638,
13890,Mariah Carey,Vision of Love,1,120,1637,,1637,
13891,Mister Mouth,大畫家,1,182,1637,,1637,
13892,Above & Beyond,Peace Of Mind,1,193,1637,,1637,
13893,Hsiao Hung,Jen,1,192,1636,,1636,
13894,Frenic,Travel Alone,1,188,1635,,1635,
13895,Renaud,Manhattan,1,189,1635,,1635,
13896,MEG MYERS,The Morning After,1,113,1633,,1633,
13897,AMBER,SHAKE THAT BRASS,1,150,1633,,1633,
13898,Foo Fighters,Saint Cecilia,1,171,1632,,1632,
13899,TVXQ!,Rise As One,1,199,1631,,1631,
13900,PENG CHING HUI,玫瑰色的七四七,1,190,1629,,1629,
13901,INNA,Good Time,1,187,1624,,1624,
13902,Tony Bennett,O Christmas Tree,1,111,1624,,1624,
13903,Catfish and the Bottlemen,Homesick,1,106,1624,,1624,
13904,Miguel,face the sun,1,161,1623,,1623,
13905,Kelly Clarkson,Good Goes The Bye,1,97,1623,,1623,
13906,Barry Manilow,What A Wonderful World,1,95,1622,,1622,
13907,Jam Hsiao,L,1,180,1621,,1621,
13908,Kelly Yu,Always Be the Same for You,1,75,1620,,1620,
13909,AJR,I'm Ready,1,42,1615,,1615,
13910,Rainie Yang,仰望,1,194,1615,,1615,
13911,頑童Mj116,Man In the Mirror,1,175,1613,,1613,
13912,Janine,We Could Be Better,1,146,1608,,1608,
13913,MEG MYERS,Lemon Eyes,1,193,1606,,1606,
13914,Selena Gomez & The Scene,Round & Round,1,87,1606,,1606,
13915,Madeleine Peyroux,I'm All Right,1,79,1605,,1605,
13916,Nat King Cole,The Happiest Christmas Tree,1,113,1604,,1604,
13917,Kylie Minogue,Can't Get You out of My Head,1,194,1601,,1601,
13918,Kelly Pan,爱. 无力,1,193,1600,,1600,
13919,A,Lin,1,114,1599,,1599,
13920,Drake,Diamonds Dancing,1,197,1598,,1598,
13921,董事長樂團,或許從來沒有遇見你,1,139,1596,,1596,
13922,Jack Johnson,Crying Shame,1,198,1595,,1595,
13923,The Marshall Tucker Band,Can't You See,1,153,1595,,1595,
13924,Angela Zhang,傷日快樂,1,181,1595,,1595,
13925,Martin Garrix,Break Through The Silence,1,194,1593,,1593,
13926,BoA,Who Are You (Feat. Gaeko),1,177,1593,,1593,
13927,Steve Chou,黛芬妮的異想世界,1,72,1590,,1590,
13928,胡月 Western Moon,之後,1,197,1585,,1585,
13929,Wakin Chau,風雨無阻,1,187,1583,,1583,
13930,Olly Alexander (Years & Years),Without,1,186,1583,,1583,
13931,Jin Akanishi,Summer Kinda Love,1,197,1583,,1583,
13932,Kylie Minogue,All the Lovers,1,161,1580,,1580,
13933,Armin van Buuren,Hands to Heaven,1,188,1580,,1580,
13934,Demi Lovato,Lionheart,1,194,1578,,1578,
13935,The 1975,Chocolate,1,71,1576,,1576,
13936,The Neighbourhood,Cry Baby,1,190,1573,,1573,
13937,Olly Alexander (Years & Years),Shine,1,189,1567,,1567,
13938,Jun Xu,Feathers,1,195,1567,,1567,
13939,Leona Lewis,Bleeding Love,1,141,1566,,1566,
13940,Dillon Francis,Anywhere,1,196,1562,,1562,
13941,Madeleine Peyroux,La Vie En Rose,1,81,1561,,1561,
13942,Da Mouth,BB Call,1,101,1559,,1559,
13943,Passenger,Young as the Morning Old as the Sea,1,190,1558,,1558,
13944,A Great Big World,Shorty Don't Wait,1,147,1557,,1557,
13945,Sidsel Storm,Swedish Lullaby,1,198,1555,,1555,
13946,Passenger,Somebody's Love,1,192,1552,,1552,
13947,U2,Iris (Hold Me Close),1,81,1551,,1551,
13948,Wanfang,太陽雨,1,196,1551,,1551,
13949,Carpenters,Merry Christmas Darling,1,116,1550,,1550,
13950,miss A,Only You,1,193,1550,,1550,
13951,Nat King Cole Trio,All I Want For Christmas (Is My Two Front Teeth),1,118,1547,,1547,
13952,Young Guns,Speaking In Tongues,1,156,1546,,1546,
13953,Laura Welsh,Break The Fall,1,99,1540,,1540,
13954,Kimberley Chen,我愛你 你知道嗎?,1,185,1540,,1540,
13955,Louis Armstrong,Winter Wonderland,1,109,1537,,1537,
13956,Miu Chu,一千萬次的淚水韓劇(的野蠻情人)片尾曲,1,196,1536,,1536,
13957,Jolin Tsai,Ma De Li Bu Si Yi,1,155,1533,,1533,
13958,Will Pan,打呼,1,197,1533,,1533,
13959,James Bay,Wait In Line,1,167,1528,,1528,
13960,Christina Aguilera,Fighter,1,167,1528,,1528,
13961,Dustin Tebbutt,The Breach,1,195,1525,,1525,
13962,FLOW,Steppin' out,1,192,1523,,1523,
13963,Selena Gomez,Forget Forever,1,94,1523,,1523,
13964,Alex Winston,Careless,1,110,1512,,1512,
13965,Peggy Lee,The Christmas Waltz,1,127,1509,,1509,
13966,A,Mei Chang,1,49,1509,,1509,
13967,Muse,Dead Inside,1,140,1508,,1508,
13968,Graham Candy,Holding Up Balloons,1,102,1505,,1505,
13969,EXO,약속 EXO 2014,1,187,1504,,1504,
13970,Låpsley,Brownlow,1,111,1502,,1502,
13971,Dadado Huang,你是不是像我一樣,1,177,1501,,1501,
13972,múm,Sleep/Swim,1,196,1500,,1500,
13973,Da Mouth,玩玩,1,107,1500,,1500,
13974,The Sam Willows,Take Heart,1,187,1499,,1499,
13975,Sigur Rós,Takk...,1,197,1497,,1497,
13976,A,Lin,1,121,1496,,1496,
13977,Sheena Ringo,本能,1,188,1494,,1494,
13978,David Guetta,What I Did for Love,1,89,1484,,1484,
